Brand,Lang,Intent Type,Category,Intent,Weight,Answer,Training Data,English,remark,Intend Status & Remark,CS Verify
fun88,cn,user,Bet/Livedealer,龙宝百家乐的游戏规则,1,"龙宝百家乐是在传统百家乐的基础上额外开放的龙宝下注盘口，当游戏结果符合龙宝情况将会获得派彩，非例牌即是头两张牌的点数总和不是8或9，所有三张牌的情况即是非例牌，
 
 比如您下注庄龙宝，在补牌的情况下庄家高出闲家9点（如庄9点，闲0点），下注庄龙宝的玩家可获得1:30的赔率，
 
 净胜的意思就是一方减去另一方所剩下的点数，如庄9点，减去闲4点，就只有净胜5点，下注庄龙宝就可以获得1:2的赔率派彩，
 
 以下是详细的派彩赔率：
 
 非例牌赢 净胜 9 点获胜 30:1 
 非例牌赢 净胜 8 点获胜 10:1 
 非例牌赢 净胜 7 点获胜 6:1 
 非例牌赢 净胜 6 点获胜 4:1 
 非例牌赢 净胜 5 点获胜 2:1 
 非例牌赢 净胜 4 点获胜 1:1 
 例牌赢 获胜 1:1 
 例牌 平局 平局
 
 还是不明白的话，可以点击【人工客服】做进一步查询哦！","我玩百家乐我买了闲龙宝100，闲9点庄0点为什么只赢100？
 闲龙宝是什么
 庄龙宝是什么
 龙宝百家乐怎么玩儿？
 可以解释下龙宝百家乐的规则吗
 什么是龙宝百家乐，和一般百家乐又有什么不同",Dragon Bonus Baccarat Rules,人工客服,Done,ruby
fun88,cn,user,Bet/Slot,无法登入老虎机游戏/免费旋转或有未完成游戏,1,"您可能要先确认您的网路是通畅，并且确认您所使用的浏览器或者是电脑手机版本都有在支持相关平台游戏~ 
 建议使用谷歌或是火狐浏览器登入比较稳定（UC等其他浏览器的拦截功能会影响网站游戏运行），并且麻烦您清除缓存再重新开启试试哦~ 
 
 倘若您是使用APP进行登入， 建议您<intentlink>重新下载</intentlink>或者开启飞行模式后再关闭尝试登入 
 
 排除了以上的问题，请点击小助手提供的 登入 <intentlink>乐天堂备用网址</intentlink> 试试看！ 
 
 如果还是无法进入，需要您提供完整的错误截图以及游戏名称给【人工客服】查询哦！","老虎机怎么登入不了？
 老虎机总是连接失败
 老虎机给个网址登入
 按几下就弹出了返回大厅
 出现游戏比赛错误
 常规错误，叫通知客服。怎么回事？
 这个游戏好几天了，一直玩不了
 一进入免费旋转就死了，无法游戏
 启用FLASH玩游戏了，换了几个浏览器都不行。
 怎么手机玩老虎机来了奖励局就打不开呢
 宝石迷情玩着时候被踢出来
 一到免费旋转直接就黑屏！太扯鸡巴蛋了！
 突然掉线提示内部错误
 我老虎机中现在是免费游戏一直转不停
 我刚才在游戏中的黄金辣椒刚进入免费游戏就掉线了打开后免费游戏就没有了呢
 玩老虎机妹妹很饿游戏，获得免费奖金以后，在也进不去了怎么回事啊
 怎么老虎机显示送20次三国争霸旋转，怎么没有呢
 为什么无法进行免费旋转？怎么您们不让我继续游戏？
 免费旋转手机上没有吗
 到了免费旋转阶段就显示掉线了
 我在MG篮球巨星的游戏里中了三个免费旋转标准然后居然没给免费旋转你明白我的意思吗
 出现了三个免费转，可是序统并没有给我免费漩转。
 然后打游戏的打进去免费游戏了。然后免费游戏要开始的时候。他就一直卡在那里不动。我试着刷新。换手机都不行。还是在显示正在加载。我最少有三个游戏进去了。
 为什么我MG里的游戏玩不了呢？
 它提示我游戏故障，需要关闭页面，早就关了
 每一款游戏都进不去，有些一进去就显示什么错误，叫联系管理员认证。有的进去玩了一两把，就显示无法联接服务器，不知是什么原因，能帮我整一下吧？
 游戏加载不了
 免费旋转进不去
 老虎机直接就链接不了网络；页面出现错误信息。
 玩不了不朽情缘
 系统显示我的老虎机有未完成游戏
 老虎机游戏页面很卡
 老虎机获得的免费游戏不见了
 为什么我进去游戏显示乱码
 无法登入老虎机游戏/免费旋转
 mg怎么进不去了？
 老虎机卡着",Cannot enter RNG game / unfinished game.,人工客服,Done,ruby
fun88,cn,user,Bet/Slot,老虎机结算但是未派彩,1,请您将您投注的游戏名称，投注金额，时间和截图，通过点击人工客服提供给我们的客服人员为您进一步查询,"游戏时提示我中了老虎机奖池奖金,钱还没给我呢?
 刚游戏的老虎机赢的钱还没给我派？
 拉彩时候彩金不到账
 老虎机网站骗人，赢了免费旋转但是没有派彩
 开完免费游戏之后钱没添加，直接就没了，怎么回事
 游戏赢了但是没有赔付我。
 我在MG妹妹很饿中的免费旋转奖金为什么还没派给我？
 我在MG妹妹很饿中的免费旋转为什么没给我？
 PT玩了一把老虎机，赢了怎么还没有派彩？
 免费旋转没有派彩",RNG Settled but no payment,人工客服,Done,ruby
fun88,cn,user,Bet/Slot,老虎机结算问题,1,"不好意思,请您联系并提供投注单号时间, 投注金额,投注的盘口含投注历史截图以便我们的在线客服人员可以进一步为您查询提交处理哦~","明明下注10元，赔付线是30条。怎么只是派彩20元？这是怎么计算的？
 老虎机游戏派奖错误
 又来免费转一次，这一次爆奖金额还是没正常添加我是自动转的，转完剩下的十几转，看历史记录，确实没添加
 我游戏赔的不对
 我刚在三倍猴子那玩中了三个太阳奖金300可是派彩不正确
 我的免费旋转呢?怎么没给我?
 刚游戏的老虎机赢的钱还没给我派？
 我中了免费旋转就中断了，为什么重登后就没有了？！
 老虎机低于一元赌注就不能正常赔付吗
 大奖老虎机一次压注低于1元中了500倍的就给11元赔付不正常啊
 PT五虎将我应该赢了500元，怎么到现在只有300元？？
 PT结算有问题吗，怎么赔付不对？
 你们结算错了，高速公路之王的赔付不应该那么少的
 我在MG老虎机投注中了好多投注线，怎么奖金这么少？
 火热KTV为什么免费游戏拉了几百就只有几十
 怎么我在MG老虎机的银行爆破家游戏中我5.4元的注子出了个无5线钻石带万能才得4千多
 MG鹰翼活动派彩错误
 老虎机金狼出来时候掉线了，进去没给钱",RNG Settlement problems,人工客服,Done,ruby
fun88,cn,user,Bet/Slot,老虎机账户余额不对？,1,"您可以咨询我们的人工客服，并提供客服以下资料以便进一步查询协助您哦 
 
 1) 缺少多少金额 
 2）账户目前余额 
 3）缺少金额发生的时间 
 4）是哪一个老虎机平台（CQ9/MGS/BSG/PT/LX/PP/SWK/RT） 
 5）相关游戏局号（如有）","在MG游戏以后我少了四百多块钱？
 我开完奖剩一千五百多，然后我就换到阿瓦隆游戏了，就剩一千一了
 请问刚刚我的分这怎么卡了一下就没有了。
 明明中了免费旋转但是卡机了，我的钱少了！
 刚刚老虎机分怎么无法链接到服务器就没有了
 开完免费游戏之后钱没添加，直接就没了，怎么回事
 我刚刚就在老虎机玩了一把100元后剩下200元，然后切出去回复微信，再切回来钱就莫名其妙的少了150元了
 怎么老虎机莫名其妙少钱了？
 刚刚在老虎机玩儿，玩完了发现余额不对
 我都没有点击旋转游戏，怎么还是扣了我的钱？？
 MG的游戏打不成一打就是错误，还把钱扣了
 老虎机账户余额不对？",RNG Balance Incorrect,人工客服,Done,ruby
fun88,cn,user,Bet/Slot/PT,PT老虎机游戏账户,1,"不同于MG老虎机，在游戏PT老虎机游戏前是需要另外设置PT 老虎机的游戏账户。
 
 如何设置：在登入乐天堂账户后， 在个人资料的密码管理中就可以设置PT账户名或者更换PT密码
 
 如果您是因为其他原因无法登陆，请您点击人工客服联系我们的在线客服人员","PT客户端前面要加什么？
 mg客户端要加什么吗
 PT登入前要加什么
 怎么登入PT说我用户名错误
 怎么设置PT账户？
 在哪里可以设置PT的账户以及密码呀
 我忘记PT密码了，怎么更改？
 在哪里可以设置PT游戏账户?
 我要玩PT的黄金之旅，怎么显示我账户不对？
 PT账户无法登入
 我的PT游戏密码多次错误锁住了。帮我解锁
 为什么PT老虎机登入不到？MG可以登入？
 APP输入用户名密码后显示无法登陆？",PT Slot Account,直接回答,Done,ruby
fun88,cn,user,Bet/Fishing,PT 捕鱼王游戏未派彩,1,"小帮手提示： 您可以在进入游戏后点击右上角的扳手图标查询您的投注派彩记录
 
 如果确实没有收到， 请您点击下方的人工客服，联系并提供我们的在线客服人员您的游戏局号， 投注金额，时间， 下注的盘口以便客服可以进一步为您查询处理哦 ~","我在10分钟前的捕鱼王赢得奖金为什么没给我？
 我在PT深海大赢家击毙了条鱼没给我派钱，咋个一回事？
 我的PT捕鱼王怎么没给我派彩？子弹呢
 我刚才在捕鱼王射死了一条金龙，为什么没有给我奖金
 刚刚在捕鱼，成功射爆炸弹，炸死好多鱼，怎么没有奖金？
 打死好多鱼，但是奖金没有增加
 以前都是射死了就给奖金，怎么这次迟迟未派奖
 奖金呢，难得打死一条大鱼，就黑我的奖金
 你们捕鱼王是不是骗人的，花了那么多钱打死了鱼却不赔钱？
 我捕鱼的钱呢，明明打死那条大鱼了的",PT Fishing Game not yet payout,人工客服,Done,ruby
fun88,cn,user,Promotion,38APP彩金,1,"申请【38APP彩金】需要下载我们的【乐天堂手机App并登入】及【完成邮箱和手机号验证】，并且需要有一次存款，即可获得38元特别彩金，彩金适用于任何平台。
 
 【乐天堂手机App并登入】APP下载链接: 安装乐天堂手机App
 iOS手机: 进入乐天堂的下载中心https://www.fun88asia1.com/cn/download/home.htm，点击iOS，扫描乐天堂苹果版二维码。下载完成后，打开设置 > 通用 > 设备管理，点击 ""Guangzhou Juhuang Network Technology"" 后，选择“信任”并登入即可。
 安卓手机：进入乐天堂的下载中心https://www.fun88asia1.com/cn/download/home.htm，点击Android，扫描乐天堂安卓版二维码，下载后，点击立即安装并登入即可。
  
 【手机号码验证】: 新会员&旧会员
 新会员：注册时需填写正确的手机号码，登入后进入“更新个人资料页面”点击短信验证。填写正确验证码提交即可。
 旧会员：至“更新个人资料页面”点击手机验证按钮。收到验证码后，填写只验证框提交即可。
  
 【邮箱验证】: 新会员&旧会员
 新会员：注册时需填写正确的邮箱地址。注册完成后您将会收到乐天堂寄送的欢迎邮件，点击邮件中的“立即验证”按钮即可。
 旧会员：至“更新个人资料页面”点击邮箱验证按钮。您将会收到乐天堂寄送的邮箱验证邮件，点击邮件中的“立即验证”按钮即可。
  小帮手提醒： 
 - 每会员仅可申请一次哦！彩金只需一倍流水便可提款！
 - 会员需在同一天内完成三个规定的步骤哦！
 
 您可以点击优惠页面https://www.fun88asia.com/cn/promo.htm以获取更多的优惠详情~
 
 您可能也会遇到以下问题：
 
 <intentlink>38APP还没有收到？</intentlink>
 
 <intentlink>乐天堂APP无法登入或下载失败/卸载</intentlink>
 
 <intentlink>没有收到乐天堂发出的邮件</intentlink>
 
 <intentlink>无法收到乐天堂发出的手机验证码</intentlink>","不是说下载app送钱？
 申请38彩金
 申请客户端彩金
 你好，我申请38礼金
 我想申请一下app奖励
 申请体育38彩金
 我申请38元的下载APP优惠
 下载客户端返彩金38
 验证邮箱手机送彩金吗
 收到短信下载app送38
 领取手机短信特邀下载APP会员送38彩金
 下载APP送38
 申请app优惠
 38客户端下载彩金
 我要申请38APP彩金
 申请38优惠券
 注册送38彩金吗？
 APP优惠申请
 申请乐天堂APP优惠
 我申请我的专属38块的优惠
 怎么赠送38元啊，谢谢
 怎么申请38元红包
 下载客服端有彩金对吗
 申请彩金
 我要参加APP下载活动
 下载送彩金的么？怎么没送？
 怎么申请下载APP送38
 请问下载app彩金哪里领
 收到邮件特邀注册送38彩金
 可以申请38优惠券吗
 申请注册下app送38元
 你好，我刚下载了客户端，我想申请客户端红利
 亲我才注册的号帮我领一下38的彩金劵嘛
 短信通知现在下载app送38彩金怎么申请
 下载乐天堂独家APP轻松领取38元。
 只需下载乐天堂APP与验证手机号与邮件，就能轻松得到38元优惠券代码，快来索取优惠吧！
 咋的申请38优惠
 APP的优惠代码在哪里
 我验证了邮箱跟手机号是不是有38元
 我下载了乐天堂APP，申请",38 App Freebet,直接回答,Done,ruby
fun88,cn,user,Promotion,38APP还没有收到？,1,"如果您已经完成下载乐天堂手机App和已经验证手机和邮件信箱
 
 并且已经存款过至少一次
 
 派彩时间：
 周一至周三符合资格会员将于当周五20:00前派发
 周四至周日符合资格会员将于次周二20:00前派发
 
 如果超过时间您还是没有收到，您可以点击人工客服转接我们的客服人员为您详细查询
 
 您也可能会问
 
 <intentlink>如何激活账户 </intentlink>
 
 <intentlink>如何进行转账</intentlink>
 
 <intentlink>怎么领取红利</intentlink>","申请的新人38礼包还没到
 乐天堂手机app下载完了领取彩金
 客服你好，我下载了app邮箱也验证了，是不是有38彩金
 我在领取38彩金，现在它显示一个转账步骤，源自账户，目标账户，转账金额，我该怎么做
 38的彩金怎么提？
 我申请的APP38彩金流水应该早够了啊？
 你好下载客户端以后怎么领取优惠码啊？
 为什么提交申请还没有的送38彩金
 为什么提交了申请那么久还没有的送的38彩金
 这个我下载了后怎么申请
 你好。我下载了app。验证了手机和邮箱，怎么没有38
 38的优惠申请后多久到帐
 我申请38红利达到流水了，为什么没解锁
 我老早就下载了手机客户端，我能申请那个38的彩金吗
 38元的APP优惠还没派发",38 App Freebet not yet receive,人工客服,Done,ruby
fun88,cn,user,Promotion,优惠事宜,1,"以下是我们热门优惠，请点击以下链接以获取更多的详情~
 
 <intentlink>乐天堂APP彩金优惠</intentlink>
 
 <intentlink>体育优惠</intentlink>
 
 <intentlink>电竞优惠</intentlink>
 
 <intentlink>真人优惠</intentlink>
 
 <intentlink>老虎机优惠</intentlink>
 
 倘若您想要了解更多的详情，可点击页面下方的【转人工客服】。","请问有什么优惠呢
 你们网站目前有什么优惠呀
 有优惠吗
 怎么申请存款优惠
 请问我该在哪里看到优惠?
 我有什么优惠可以领取，亲
 有福利领取么
 有什么可以领取的
 现在有什么优惠
 有什么优惠赠送么
 有什么彩金活动么
 现在有啥活动
 都有什么送彩金活动
 问目前有哪些优惠码可以用
 新手，有啥优惠？
 你们新会员有的福利吗？
 有新会员优惠吗
 我这个账号还有什么优惠不
 体育有什么优惠呢
 我想玩体育，你们现在有什么活动
 体育优惠活动
 体育有什么彩金送吗
 我听说你们有体育优惠，可以介绍吗
 我想申请真人优惠
 你们有什么真人优惠活动
 可以告知你们真人有什么活动吗
 想要电竞优惠
 电竞的优惠有哪些
 我玩老虎机的，有什么优惠
 玩老虎机有优惠吗
 老虎机的红利怎么送
 你们有什么特别优惠吗
 最近有没有什么特别优惠
 乐天堂有什么特别的优惠
 可以介绍特别一点的优惠吗
 除了一般的存款优惠，你们有什么其他的优惠没？
 你们最近有什么特别优惠吗
 有没有可以申请的特别优惠？
 现在网站有特别优惠吗
 你们的优惠就只有这些，没有其他特别点了的？
 有没有其他的优惠可以申请啊
 存款可以有返还吗
 存款送彩金吗
 如何进入优惠页面
 真人最新的优惠是什么呀
 客户端如何查询优惠
 我有特别优惠吗？
 纯款有赠送吗
 你好，新注册的用户首存有什么优惠没有",Promotion Related Matters,直接回答,Done,ruby
fun88,cn,User,Promotion,乐天堂APP彩金优惠,1,"您可以在优惠页面找到以下的APP热门优惠哦！
 
 【新会员】下载乐天堂手机App享受独家礼金
 
 * 此优惠仅现在乐天堂至少有过一次有限存款的会员参与
 安装乐天堂手机App并登入，验证手机和邮箱即可获得 10 元免费投注 （名额有限哟）
 彩金仅需一倍流水
 
 倘若您想要了解更多的详情，可点击页面下方的【转人工客服】。","下载乐天堂APP有什么优惠啊
 下载只有有彩金吗
 我想了解下载了天堂APP，有什么好处",Install App Promotion T&C,,Done,ruby
fun88,cn,User,Promotion/ Sport,体育优惠,1,"我们的体育首存红利是属于【后置红利】，申请后需要完成红利流水才能解锁领取彩金的哦~
  
 1. 【新会员】乐天堂体育平台100%首存红利
 
 *最低申请金额是100元，流水的倍数是18倍并且此红利上限是1888元
 
 *优惠仅限于乐天堂体育
 
 2. 【新会员】双体育平台38%/88%首存红利
 ONEWORKS体育（有两项可以进行选择）如下：
 A) 38% 红利率：最低申请金额是100元，流水的倍数是6倍并且此红利上限是128元
 B) 88%红利率：最低申请金额是200元，流水的倍数是18倍并且此红利上限是1288元
 IM体育：
 * 88%红利率：最低申请金额是100元，流水的倍数是18倍并且此红利上限是1888元
 
 -关于流水计算方式您可以参考以下例子：
  
 存款金额 = RMB 300元（需转帐至乐天堂体育帐户进行投注） 
 可获红利 = 300 * 100% = RMB 300 元
 流水要求 =（300 + 300）* 18 = RMB 10,800 元
 
 小帮手提醒： 
 - 在进行有效流水时，仅本金可进行投注，红利将不得用于投注
 - 会员需在申请本优惠后的 30 天内完成流水要求并领取红利，否则红利将过期失效哦！
 
 倘若您想要了解更多的详情，可点击链接 https://www.fun88asia.com/cn/promo.htm 或转至
 【人工客服】。
","体育有什么优惠？
 参加投注体育，有什么优惠
 我想参加体育优惠
 你们体育首存100％是什么",Sport promotions First Time Deposit Bonus,,check Anwers,ruby
fun88,cn,User,Promotion/ IM Sport,电竞优惠,1,"您可以参考电竞的热门优惠如下哦！
 【IM电竞牛】最高1%无限日返水！
 流水要求在100元以上
 每日有效流水计算时间为北京时间每日 00:00 至 23:59 。
  
 关于计算方式您可以参考以下例子：
 日有效流水 = 100,000 元
 日可获返水 = (100,000 x 1%) = 1,000 元
 
 【小帮手提示】返水将会是1元的整数倍。返水需在领取后 30 天内投注 1 倍流水即可提款。 
 
 倘若您想要了解更多的详情，可点击链接 https://www.fun88asia.com/cn/promo.htm 或转至
 【人工客服】。","电竞有什么优惠？
 电竞优惠
 我想拿电竞彩金
 电竞红利
 我都玩电竞,你们有什么优惠可以给我",IM Rebate promotion,,check Anwers,ruby
fun88,cn,User,Promotion/ Live Casino,真人优惠,1,"您可以参考以下真人娱乐新会员的优惠哦！
 【新会员】真人娱乐80%首存红利倾情回馈！
 平台：北方堂(GD)/ 隆运堂(欧博)/ 沙龙厅(SAG)/ 太阳厅(申博太阳)/ 双赢堂（NLE）
 /易博厅(EBET) 
 *限未申请过真人娱乐首存红利的会员进行申请。申请名额仅限1000人
 *最低申请金额 是100元以上，最高红利限额是888元，流水的倍数是28倍
 
 平台：至尊堂(AG平台) 
 *限未申请过至尊堂首存红利的会员进行申请。申请名额仅限1000人。流水的倍数是20倍。
 
 【至尊堂红利率】 
 最低申请金额是100元以上，最高红利限额是50元
 最低申请金额是500元至999元，最高红利限额是250元
 最低申请金额是1,000元至1,999元，最高红利限额是500元
 最低申请金额是2,000元至2,999元，最高红利限额是1,000元
 最低申请金额是3,000元至3,500元，最高红利限额是1,500元
 最低申请金额是3,501元以上，最高红利限额是1,888元
 
 -关于流水计算方式您可以参考以下例子：
  
 首存金额= 600 元
 可获红利= 480 元(锁定)
 流水要求＝（600+480）x28 = 30,240 元
 
 小帮手提醒： 
 - 在进行有效流水时，仅本金可进行投注，红利将不得用于投注
 - 会员需在申请本优惠后的 30 天内完成流水要求并领取红利，否则红利将过期失效哦！
 - 至尊堂老虎机流水不计入内
 
 倘若您想要了解更多的详情，可点击链接 https://www.fun88asia.com/cn/promo.htm 或转至
 【人工客服】。","真人的有什么优惠
 真人有什么优惠可以参加
 娱乐城红利优惠
 娱乐城优惠
 我想参加真人优惠",Live Casino promotion,,check Anwers,ruby
fun88,cn,User,Promotion/ Slots,老虎机优惠,1,"老虎机也有很多精彩的优惠哦， 您可以选择如下:
 【新会员】老虎机100%首存红利最高1,288元（AG至尊堂 ）
 
 
 平台：至尊堂(AG平台) 
 *仅限未申请过AG至尊堂首存红利的会员。流水的倍数是20倍。
 【AG至尊堂老虎机红利率】 
 最低申请金额是100元至499元，最高红利限额是100元
 最低申请金额是500元至887元，最高红利限额是500元
 最低申请金额是888元至999元，最高红利限额是888元
 最低申请金额是1,000元至1,287元，最高红利限额是1,000元
 最低申请金额是1,288元以上，最高红利限额是1,288元
 
 -关于流水计算方式您可以参考以下例子：
 存款金额 = 100 元
 可获红利 = 100 x 100% = 100元(锁定)
 流水要求 = (100 + 100) x 20 = 4000元
 小帮手提醒： 
 - 在进行有效流水时，仅本金可进行投注，红利将不得用于投注
 - 会员需在申请本优惠后的 30 天内完成流水要求并领取红利，否则红利将过期失效哦！
 
 倘若您想要了解更多的详情，可点击链接 https://www.fun88asia.com/cn/promo.htm 或转至
 【人工客服】。","老虎机的优惠
 怎么得到老虎机优惠
 我想参加老虎机优惠
 我要怎么参与老虎机的优惠",Slots promotion,,check Anwers,ruby
fun88,cn,user,Promotion,再存优惠,1,"目前我们是有以下的再存优惠，您可以点选相应平台优惠查看详情：
 
 <intentlink>体育再存优惠</intentlink>
  
 <intentlink>真人再存优惠</intentlink>
 
 倘若您想要了解更多的详情，可点击链接 https://www.fun88asia.com/cn/promo.htm 或转至
 【人工客服】。","再存有什么优惠可以申请
 二存红利怎么申请
 再存了，送多少
 我第二次存款的，有红利申请吗
 再存红利
 我要申请二次存款红利
 再存有红利吗
 除了首存，再存有什么优惠可以申请，可否介绍下呢
 你好我想问一下现在玩真人游戏有什么优惠活动吗
 我刚才在申请存款优惠界面申请充值了，怎么没看到锁定红利
 咱这个再存红利能不能说说
 再存红利只有达到流水要求后才可以领取吗？
 你好，申请再存红利后要玩到20倍流水才能提款吗？
 再存优惠怎么申请啊",Reload Bonus,直接回答,Done,ruby
fun88,cn,user,Promotion,可以申请成为VIP会员吗？,1,"亲～ 想成为我们VIP会员得到更多的反水以及红利,礼品彩金 吗ლ(・ヮ・ლ)
 
 以下是升级的条件：
 钻石会员升级条件需要符合银钻 存款25万/流水250万 金钻 50万/流水500万 连续达到三个月,经vip部门核实后就会给您升级
 
 我们现在有体验VIP的活动可以让您体验一个月的VIP优惠,您可以参考乐天堂优惠页面.
 【新会员】升级VIP快速通道高达16888元红利完成即享VIP礼遇！
 * 申请金额是50,000元，红利彩金是16888 ，18倍流水要求！（适用于ONEWORKS体育，老虎机，PT老虎机）
 * 申请金额是50,000元，红利彩金是16888 ，流水要求28倍！（仅限于AG至尊堂）
 
 小帮手提醒：
 -仅限从未申请过相应产品首存红利的会员进行申请，符合资格会员可直接在转账页面进行申请
 - 会员需在申请本优惠后的 30 天内完成流水要求并领取红利，否则红利将过期失效哦！


 
 倘若您想要了解更多的详情可以查询关于<intentlink>天王俱乐部的咨询<intentlink> 或者打开
一下链接 https://www.fun8802.com/cn/promo/newmember.htm","我怎样才可以升级成为VIP
 请问你们公司有VIP等级吗
 你们网站有没有VIP啊
 你们如何升级VIP
 VIP礼金在哪呢
 你好，问下流水多了会变vip吗
 流水多了，会有什么vip福利吗
 还有您帮我看下，我现在是不是属于VIP会员啊
 请问怎样才能成为VIP会员
 你们有没有VIP的制度啊
 我输了这么多难道就不能申请VIP彩金吗
 我存款100万能不能成为VIP啊
 哪里可以看到我的账号等级
 账号等级哪里看
 我要升级成为VIP，怎么操作
 怎么知道我的账户是不是VIP账户，输了几百万了
 我投注这么多了,为什么还不是vip
 我怎么知道我的等级是不是vip",Apply to be VIP,直接回答,DONE,ruby
fun88,cn,user,Promotion,怎么申请优惠,1,"亲亲～想要申请我们首存/再存红利 您可以参考下以的步骤申请呦～(＾▽＾)
 
 首存/再存等优惠申请流程： 
 
 1.需要您自行到【转账】页面处 
 
 2.源自账户里选择您存款的【主账户】 
 
 3.目标账号选择【想要申请的优惠账户】 
 
 4.输入申请【金额】 
 
 5.在下方选择您要申请的优惠，您需要点击打勾相关优惠（如优惠满额是不会有显示）
 
 6.最后点击【提交】即可完成申请优惠， 申请后可以在【红利信息】页面查看流水进度~
 
 您可能也想了解：
 
 <intentlink>首存优惠</intentlink>
 
 <intentlink>再存优惠</intentlink>","我要申请优惠
 你们优惠我要怎么申请
 什么是首存/再存阿",How to apply bonus,直接回答,DONE,ruby
fun88,cn,user,Promotion,推荐好友优惠,1,"亲亲～感谢您支持乐天堂,并推荐乐天堂给好友 (〃´∀｀)
 
 您可以参加【推荐朋友】携好友共享优惠 哦！
 *账号至少有一笔有效存款并完成手机和邮箱验证
 *客户可以通过【在线客服】申请活动链接并提供会员账户名进行绑定
 *在被推荐的新会员完成存款和流水要求后获得彩金
 当您推荐的朋友的最低存款金额是100元， 积累了300元之后，38元彩金就可以获得了哦！
 
 建议您可以点击我们优惠页面了解详情https://www.fun8802.com/cn/promo.htm
 
 小帮手推荐：如果您自认为可以帮乐天堂招揽很多会员，您可以考虑申请成为我们的代理：<intentlink>代理相关事宜</intentlink>","我想推荐朋友玩乐天堂，有什么优惠吗？
 乐天堂邀请新人有奖励吗
 我想推荐朋友来玩,我有彩金吗",RAF Promotion,直接回答,DONE,ruby
fun88,cn,User,Affliate,代理相关事宜,1,"有关代理业务咨询, 请直接联系我们的代理工作人员:
 邮箱: daili@fun88.com
 QQ: 59064510 / 948764384
 Skype: fun88.affiliate
 工作时间: 周一到周五11:00 AM - 8:00 PM
 目前我们已经成立了代理客服团队 可以回答有关代理的问题 请您点击链接 打开代理客服聊天窗口
 https://g2live.net/chatserver/chatWindow.aspx?siteId=100014005&planId=62
 代理客服工作时间: 周一到周日09:00 AM - 02:00 AM","如何联系代理服务
 代理业务
 代理问题
 如何成为代理
 我想要代理你们乐天堂
 我是代理,请问佣金怎么算",Affiliate contact method,,DONE,ruby
fun88,cn,user,Promotion,查询流水,1,"这个需要人工客服的协助呢！请点击【人工客服】以便客服能够为您查询
 
 如果您是要查询红利流水，您可以在点击进入红利信息页面后查看
 
 另外您可能有兴趣知道
 
 <intentlink>如何计算提款流水</intentlink>

<intentlink>如何计算红利流水<intentlink>

<intentlink>流水刷新时间<intentlink>","可以查下我的总流水嘛
 我现在的流水可以取款吗
 那我还差多少流水呢
 要多少流水？？
 我流水不够吗
 能查我的流水？
 查下现在打了多少流水了
 帮查一下我有多少流水
 我昨天多少流水？
 你帮我看看是因为流水不够吗？
 查查我还差多少流水可以提款
 我的流水是多少
 我现在多少流水才能提现
 我提款需要多少流水
 帮我查一下我的流水够了吗？
 你好。能帮我查一下现在还差多少流水没有完成？
 这次提现流水够了没
 还有多少流水没有完成？
 我离流水差多少
 我今日的流水多少
 今天流水有多少
 还要多少流水可以提现
 昨天今天各有多少流水了
 帮我查下流水现在有多少了？
 查询下今天就流水多少了
 可以自己查流水吗
 流水哪里看啊
 帮我查下这个月的盈利情况
 帮我看看老虎机多少流水",Check Turnover,人工客服,Done,ruby
fun88,cn,user,Promotion,没有存款优惠活动？,1,"我们的存款优惠活动是有名额限制，如果满额就不会在转账时显示，但系统会在凌晨12点更新名额，建议您早点申请哦
 
 **体育首存优惠是每个月1号刷新名额 ， 真人再存优惠是每周仅限申请一次
 
 
 您可能想了解：
 
 <intentlink>怎么申请优惠</intentlink>
 
 倘若您想要了解更多的详情，可点击链接 https://www.fun88asia.com/cn/promo.htm 或转至
 【人工客服】。","你好，我为什么没有存款优惠活动呢？
 我存款了，为什么没有看见优惠申请选项？
 体育再存20%为什么没有了
 为什么我在存款页面没有首存优惠
 为什么我的朋友有首存优惠，但是我没有
 存款优惠没有了？
 为什么我转账至体育，没有看见优惠了，以前都有的
 现在没有优惠了吗，转账时没有出现选项了
 为什么转账时的优惠选项不见了,刷新页面也没有
 存款优惠的选项怎么没有了？
 请问再存红利还有么
 我刚才在申请存款优惠界面申请充值了，怎么没看到锁定红利
 您好，我什么我看不到存款优惠的提示呢
 我可以问问你，你们的再存为什么没有了
 体育每天存送20%的怎么申请不了？
 请问体育首存满额了吗
 无法申请到再存红利",Deposit bonus promotion,直接回答,Done,ruby
fun88,cn,user,Promotion,注册彩金,1,"乐天堂小帮手代表所有的乐天堂同仁欢迎您来到乐天堂玩，不过目前注册彩金的优惠已经结束，小帮手推荐您可以申请【38APP彩金】
 
 详情请点击这里：<intentlink>38APP彩金</intentlink>","注册送彩金.怎么没有
 帮我申请开户彩金
 领取体验金
 新用户彩金怎么领取
 注册了送彩金把
 申请特邀彩金
 开户彩金
 注册有送吗
 申请优惠开户彩金
 亲爱才注册的新号有没有彩金可以送
 我想知道体验金怎么领取的？
 不是发短信说有注册就送38彩金？
 注册送多少？
 新人申请彩金
 现在是不是注册送18元彩金？
 申请18元免费彩金
 我下载注册好了，怎么领取注册彩金
 有新用户彩金吗
 有注册彩金吗
 现在注册有彩金吗
 领取注册彩金
 注册送彩金吗？
 新人福利
 新祖册",Registration Freebet,直接回答,Done,ruby
